date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:54:39	1511/1511	---MCZ	200	added ('OK')	text/javascript	etag:W/%22gz[f3e0ccead468042b25fb125a88adac89]%22	https://srs0ty6cw7c5.statuspage.io/embed/script.js	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/srs0ty6cw7c5.statuspage.io/embed/script.js	(from https://hwidspoofer.com/)
12:54:40	41334/41334	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2001%20Aug%202022%2010:54:41%20GMT	https://hwidspoofer.com/cdn-cgi/challenge-platform/h/g/scripts/alpha/invisible.js?ts=	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/cdn-cgi/challenge-platform/h/g/scripts/alpha/invisible5615.js	(from https://hwidspoofer.com/)
12:54:40	7809/7809	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Aug%202022%2010:54:42%20GMT	https://hwidspoofer.com/assets/css/grabbing.html	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/assets/css/grabbing.html	(from https://hwidspoofer.com/assets/css/owl.carousel.css)
12:54:40	6375187/6375187	---M--	200	added ('OK')	image/png	etag:%2262b79ae9-614713%22	https://hwidspoofer.com/assets/icons/rev2.png	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/assets/icons/rev2.png	(from https://hwidspoofer.com/)
12:54:40	7809/7809	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Aug%202022%2010:54:42%20GMT	https://hwidspoofer.com/assets/css/AjaxLoader.html	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/assets/css/AjaxLoader.html	(from https://hwidspoofer.com/assets/css/owl.theme.css)
12:54:41	120724/120724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262b79ae9-1d794%22	https://hwidspoofer.com/assets/fonts/ionicons790f.eot?v=2.0.1	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/assets/fonts/ionicons790f790f.eot	(from https://hwidspoofer.com/assets/css/ionicons.min.css)
12:54:41	188508/188508	---M--	200	added ('OK')	application/octet-stream	etag:%2262b79ae9-2e05c%22	https://hwidspoofer.com/assets/fonts/ionicons790f.ttf?v=2.0.1	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/assets/fonts/ionicons790f790f.ttf	(from https://hwidspoofer.com/assets/css/ionicons.min.css)
12:54:41	67904/67904	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2262b79ae9-10940%22	https://hwidspoofer.com/assets/fonts/ionicons790f.woff?v=2.0.1	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/assets/fonts/ionicons790f790f.woff	(from https://hwidspoofer.com/assets/css/ionicons.min.css)
12:54:41	333834/333834	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262b79ae9-5180a%22	https://hwidspoofer.com/assets/fonts/ionicons790f.svg?v=2.0.1	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/assets/fonts/ionicons790f790f.svg	(from https://hwidspoofer.com/assets/css/ionicons.min.css)
12:54:42	882/882	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262b79ae9-372%22	https://hwidspoofer.com/assets/icons/arrow.svg	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/assets/icons/arrow.svg	(from https://hwidspoofer.com/assets/css/stylesheet.css)
12:54:42	7809/7809	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Aug%202022%2010:54:44%20GMT	https://hwidspoofer.com/assets/images/cta.html	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/assets/images/cta.html	(from https://hwidspoofer.com/assets/css/stylesheet.css)
12:54:42	6349/6349	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Aug%202022%2010:54:44%20GMT	https://hwidspoofer.com/xhr.js	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/xhr.js	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
12:54:42	7789/7789	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Aug%202022%2010:54:44%20GMT	https://hwidspoofer.com/GET	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/GET	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
12:54:43	6349/6349	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Aug%202022%2010:54:45%20GMT	https://hwidspoofer.com/lib/widget-management.js	C:/Users/Dvemon/Desktop/HwidSpoofer/Website/Website/hwidspoofer.com/lib/widget-management.js	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
